date,meme,index,benchmarked_index,twitter_id
2/26/17,Meryl Streep Singing,3,0,817901590141161472
2/26/17,"Kendrick Lamar ""DAMN"" Cover",7,0,904208633386369024
2/26/17,Kellyanne Conway Couch,100,8,820045837891870720
2/26/17,Redbone Remix/What Redbone Sounds Like,0,0,823345977029378048
2/26/17,Tiger Woods Mug Shot,1,0,817901590141161472
2/26/17,Steph Curry High Kick,18,1,904208633386369024
2/26/17,Lebron James Mean Mug,9,1,820045837891870720
2/26/17,Mocking Spongebob,0,0,823345977029378048
2/26/17,Lavar Ball,0,0,817901590141161472
2/26/17,Singing Shaq,21,0,904208633386369024
2/26/17,The Future Liberals Want,100,3,820045837891870720
2/26/17,Expanding Brain,100,2,823345977029378048
2/26/17,The Floor Is,1,0,817901590141161472
2/26/17,Kendall Jenner's Pepsi Ad,2,0,904208633386369024
2/26/17,Fidget Spinners,1,0,820045837891870720
2/26/17,Pennywise the Clown,1,0,823345977029378048
2/26/17,But That's None of my Business,63,7,869971220938326016
2/26/17,"Homeboy's gonna, like, get it",0,0,817901590141161472
2/26/17,Trump Orb,2,0,904208633386369024
2/26/17,Bush's poncho,12,0,820045837891870720
2/26/17,BBC Dad,3,0,823345977029378048
2/26/17,Trump and Pope Francis,0,0,817901590141161472
2/26/17,13 Reasons Why,2,0,904208633386369024
2/26/17,Gold Ceelo,8,0,820045837891870720
2/26/17,#GetOutChallenge,62,5,823345977029378048
2/26/17,United Airlines,1,1,817901590141161472
3/5/17,Salt Bae,14,3,817901590141161472
3/5/17,Man's Not Hot,3,0,904208633386369024
3/5/17,Obama + Biden Bromance,4,1,820045837891870720
3/5/17,Sad Melania,2,0,823345977029378048
3/5/17,Dancing Winnie the Pooh,31,0,817901590141161472
3/5/17,Trump Holding Executive Orders,8,0,904208633386369024
3/5/17,The Oscars Snafu,3,0,820045837891870720
3/5/17,Obamacare vs. GOP Replacement,98,1,823345977029378048
3/5/17,Crying Northwestern Kid,10,0,817901590141161472
3/5/17,Babadook,2,0,904208633386369024
3/5/17,Gorilla TED Talk,0,0,820045837891870720
3/5/17,Emoji Sheriff,0,0,823345977029378048
3/5/17,The Snapchat Hot Dog,2,0,817901590141161472
3/5/17,Distracted Boyfriend,1,0,904208633386369024
3/5/17,Taylor Swift Formation,9,0,820045837891870720
3/5/17,Joel Osteen Hiding from Harvey Victims,0,0,823345977029378048
3/5/17,Elf on the Shelf Rhymes,0,0,817901590141161472
3/5/17,First of All,1,0,904208633386369024
3/5/17,#BowWowChallenge,2,0,820045837891870720
3/5/17,Crash Bandicoot's Woah,10,1,823345977029378048
3/5/17,"Brother, May I have some Oats",6,0,817901590141161472
3/5/17,Side-eyeing Michelle Obama,8,0,904208633386369024
3/5/17,Gossiping Gosling,29,1,820045837891870720
3/5/17,Tiny Trump,5,0,823345977029378048
3/5/17,RompHim,0,0,817901590141161472
3/5/17,Donald Trump's Paper Towel Shot,2,0,904208633386369024
3/5/17,Right in Front of My Salad,0,0,820045837891870720
3/5/17,Shooting Stars,65,9,823345977029378048
3/5/17,Cracking Open a Cold One with the Boys,0,0,817901590141161472
3/5/17,Roll Safe,42,4,904208633386369024
3/5/17,Cash Me Ousside,8,6,820045837891870720
3/5/17,White Guy Blinking,37,4,823345977029378048
3/5/17,Meryl Streep Singing,1,0,817901590141161472
3/5/17,"Kendrick Lamar ""DAMN"" Cover",13,0,904208633386369024
3/5/17,Kellyanne Conway Couch,15,1,820045837891870720
3/5/17,Redbone Remix/What Redbone Sounds Like,3,0,823345977029378048
3/5/17,Tiger Woods Mug Shot,2,0,817901590141161472
3/5/17,Steph Curry High Kick,22,1,904208633386369024
3/5/17,Lebron James Mean Mug,6,0,820045837891870720
3/5/17,Mocking Spongebob,0,0,823345977029378048
3/5/17,Lavar Ball,0,0,817901590141161472
3/5/17,Singing Shaq,13,0,904208633386369024
3/5/17,The Future Liberals Want,45,1,820045837891870720
3/5/17,Expanding Brain,79,1,823345977029378048
3/5/17,The Floor Is,1,0,817901590141161472
3/5/17,Kendall Jenner's Pepsi Ad,2,0,904208633386369024
3/5/17,Fidget Spinners,1,0,820045837891870720
3/5/17,Pennywise the Clown,1,0,823345977029378048
3/5/17,But That's None of my Business,55,7,869971220938326016
3/5/17,"Homeboy's gonna, like, get it",0,0,817901590141161472
3/5/17,Trump Orb,1,0,904208633386369024
3/5/17,Bush's poncho,5,0,820045837891870720
3/5/17,BBC Dad,26,0,823345977029378048
3/5/17,Trump and Pope Francis,0,0,817901590141161472
3/5/17,13 Reasons Why,1,0,904208633386369024
3/5/17,Gold Ceelo,3,0,820045837891870720
3/5/17,#GetOutChallenge,84,8,823345977029378048
3/5/17,United Airlines,1,1,817901590141161472
3/12/17,Salt Bae,15,3,817901590141161472
3/12/17,Man's Not Hot,6,0,904208633386369024
3/12/17,Obama + Biden Bromance,14,2,820045837891870720
3/12/17,Sad Melania,2,0,823345977029378048
3/12/17,Dancing Winnie the Pooh,27,0,817901590141161472
3/12/17,Trump Holding Executive Orders,4,0,904208633386369024
3/12/17,The Oscars Snafu,3,0,820045837891870720
3/12/17,Obamacare vs. GOP Replacement,33,0,823345977029378048
3/12/17,Crying Northwestern Kid,72,1,817901590141161472
3/12/17,Babadook,3,0,904208633386369024
3/12/17,Gorilla TED Talk,0,0,820045837891870720
3/12/17,Emoji Sheriff,0,0,823345977029378048
3/12/17,The Snapchat Hot Dog,2,0,817901590141161472
3/12/17,Distracted Boyfriend,1,0,904208633386369024
3/12/17,Taylor Swift Formation,6,0,820045837891870720
3/12/17,Joel Osteen Hiding from Harvey Victims,0,0,823345977029378048
3/12/17,Elf on the Shelf Rhymes,0,0,817901590141161472
3/12/17,First of All,1,0,904208633386369024
3/12/17,#BowWowChallenge,10,0,820045837891870720
3/12/17,Crash Bandicoot's Woah,9,1,823345977029378048
3/12/17,"Brother, May I have some Oats",4,0,817901590141161472
3/12/17,Side-eyeing Michelle Obama,3,0,904208633386369024
3/12/17,Gossiping Gosling,32,1,820045837891870720
3/12/17,Tiny Trump,4,0,823345977029378048
3/12/17,RompHim,0,0,817901590141161472
3/12/17,Donald Trump's Paper Towel Shot,0,0,904208633386369024
3/12/17,Right in Front of My Salad,0,0,820045837891870720
3/12/17,Shooting Stars,54,7,823345977029378048
3/12/17,Cracking Open a Cold One with the Boys,1,0,817901590141161472
3/12/17,Roll Safe,41,4,904208633386369024
3/12/17,Cash Me Ousside,7,5,820045837891870720
3/12/17,White Guy Blinking,31,4,823345977029378048
3/12/17,Meryl Streep Singing,1,0,817901590141161472
3/12/17,"Kendrick Lamar ""DAMN"" Cover",3,0,904208633386369024
3/12/17,Kellyanne Conway Couch,2,0,820045837891870720
3/12/17,Redbone Remix/What Redbone Sounds Like,2,0,823345977029378048
3/12/17,Tiger Woods Mug Shot,1,0,817901590141161472
3/12/17,Steph Curry High Kick,19,1,904208633386369024
3/12/17,Lebron James Mean Mug,6,0,820045837891870720
3/12/17,Mocking Spongebob,0,0,823345977029378048
3/12/17,Lavar Ball,38,1,817901590141161472
3/12/17,Singing Shaq,17,0,904208633386369024
3/12/17,The Future Liberals Want,11,0,820045837891870720
3/12/17,Expanding Brain,90,1,823345977029378048
3/12/17,The Floor Is,0,0,817901590141161472
3/12/17,Kendall Jenner's Pepsi Ad,3,0,904208633386369024
3/12/17,Fidget Spinners,1,0,820045837891870720
3/12/17,Pennywise the Clown,1,0,823345977029378048
3/12/17,But That's None of my Business,54,7,869971220938326016
3/12/17,"Homeboy's gonna, like, get it",0,0,817901590141161472
3/12/17,Trump Orb,1,0,904208633386369024
3/12/17,Bush's poncho,4,0,820045837891870720
3/12/17,BBC Dad,100,1,823345977029378048
3/12/17,Trump and Pope Francis,0,0,817901590141161472
3/12/17,13 Reasons Why,1,0,904208633386369024
3/12/17,Gold Ceelo,3,0,820045837891870720
3/12/17,#GetOutChallenge,100,9,823345977029378048
3/12/17,United Airlines,1,1,817901590141161472
3/19/17,Salt Bae,15,3,817901590141161472
3/19/17,Man's Not Hot,2,0,904208633386369024
3/19/17,Obama + Biden Bromance,7,1,820045837891870720
3/19/17,Sad Melania,1,0,823345977029378048
3/19/17,Dancing Winnie the Pooh,39,0,817901590141161472
3/19/17,Trump Holding Executive Orders,6,0,904208633386369024
3/19/17,The Oscars Snafu,2,0,820045837891870720
3/19/17,Obamacare vs. GOP Replacement,100,1,823345977029378048
3/19/17,Crying Northwestern Kid,100,2,817901590141161472
3/19/17,Babadook,2,0,904208633386369024
3/19/17,Gorilla TED Talk,0,0,820045837891870720
3/19/17,Emoji Sheriff,17,0,823345977029378048
3/19/17,The Snapchat Hot Dog,1,0,817901590141161472
3/19/17,Distracted Boyfriend,1,0,904208633386369024
3/19/17,Taylor Swift Formation,10,0,820045837891870720
3/19/17,Joel Osteen Hiding from Harvey Victims,0,0,823345977029378048
3/19/17,Elf on the Shelf Rhymes,0,0,817901590141161472
3/19/17,First of All,0,0,904208633386369024
3/19/17,#BowWowChallenge,3,0,820045837891870720
3/19/17,Crash Bandicoot's Woah,10,1,823345977029378048
3/19/17,"Brother, May I have some Oats",6,0,817901590141161472
3/19/17,Side-eyeing Michelle Obama,4,0,904208633386369024
3/19/17,Gossiping Gosling,33,1,820045837891870720
3/19/17,Tiny Trump,6,0,823345977029378048
3/19/17,RompHim,0,0,817901590141161472
3/19/17,Donald Trump's Paper Towel Shot,2,0,904208633386369024
3/19/17,Right in Front of My Salad,0,0,820045837891870720
3/19/17,Shooting Stars,36,5,823345977029378048
3/19/17,Cracking Open a Cold One with the Boys,1,0,817901590141161472
3/19/17,Roll Safe,41,3,904208633386369024
3/19/17,Cash Me Ousside,6,4,820045837891870720
3/19/17,White Guy Blinking,26,3,823345977029378048
3/19/17,Meryl Streep Singing,100,9,817901590141161472
3/19/17,"Kendrick Lamar ""DAMN"" Cover",23,1,904208633386369024
3/19/17,Kellyanne Conway Couch,0,0,820045837891870720
3/19/17,Redbone Remix/What Redbone Sounds Like,2,0,823345977029378048
3/19/17,Tiger Woods Mug Shot,2,0,817901590141161472
3/19/17,Steph Curry High Kick,19,1,904208633386369024
3/19/17,Lebron James Mean Mug,7,1,820045837891870720
3/19/17,Mocking Spongebob,0,0,823345977029378048
3/19/17,Lavar Ball,100,2,817901590141161472
3/19/17,Singing Shaq,10,0,904208633386369024
3/19/17,The Future Liberals Want,5,0,820045837891870720
3/19/17,Expanding Brain,68,1,823345977029378048
3/19/17,The Floor Is,0,0,817901590141161472
3/19/17,Kendall Jenner's Pepsi Ad,1,0,904208633386369024
3/19/17,Fidget Spinners,2,0,820045837891870720
3/19/17,Pennywise the Clown,2,0,823345977029378048
3/19/17,But That's None of my Business,59,6,869971220938326016
3/19/17,"Homeboy's gonna, like, get it",0,0,817901590141161472
3/19/17,Trump Orb,1,0,904208633386369024
3/19/17,Bush's poncho,0,0,820045837891870720
3/19/17,BBC Dad,21,0,823345977029378048
3/19/17,Trump and Pope Francis,0,0,817901590141161472
3/19/17,13 Reasons Why,2,0,904208633386369024
3/19/17,Gold Ceelo,3,0,820045837891870720
3/19/17,#GetOutChallenge,72,6,823345977029378048
3/19/17,United Airlines,1,1,817901590141161472
3/26/17,Salt Bae,11,2,817901590141161472
3/26/17,Man's Not Hot,4,0,904208633386369024
3/26/17,Obama + Biden Bromance,5,1,820045837891870720
3/26/17,Sad Melania,1,0,823345977029378048
3/26/17,Dancing Winnie the Pooh,44,0,817901590141161472
3/26/17,Trump Holding Executive Orders,6,0,904208633386369024
3/26/17,The Oscars Snafu,2,0,820045837891870720
3/26/17,Obamacare vs. GOP Replacement,46,1,823345977029378048
3/26/17,Crying Northwestern Kid,15,0,817901590141161472
3/26/17,Babadook,4,0,904208633386369024
3/26/17,Gorilla TED Talk,0,0,820045837891870720
3/26/17,Emoji Sheriff,17,0,823345977029378048
3/26/17,The Snapchat Hot Dog,2,0,817901590141161472
3/26/17,Distracted Boyfriend,0,0,904208633386369024
3/26/17,Taylor Swift Formation,15,1,820045837891870720
3/26/17,Joel Osteen Hiding from Harvey Victims,0,0,823345977029378048
3/26/17,Elf on the Shelf Rhymes,0,0,817901590141161472
3/26/17,First of All,1,0,904208633386369024
3/26/17,#BowWowChallenge,3,0,820045837891870720
3/26/17,Crash Bandicoot's Woah,10,1,823345977029378048
3/26/17,"Brother, May I have some Oats",3,0,817901590141161472
3/26/17,Side-eyeing Michelle Obama,4,0,904208633386369024
3/26/17,Gossiping Gosling,18,1,820045837891870720
3/26/17,Tiny Trump,3,0,823345977029378048
3/26/17,RompHim,0,0,817901590141161472
3/26/17,Donald Trump's Paper Towel Shot,2,0,904208633386369024
3/26/17,Right in Front of My Salad,0,0,820045837891870720
3/26/17,Shooting Stars,29,4,823345977029378048
3/26/17,Cracking Open a Cold One with the Boys,0,0,817901590141161472
3/26/17,Roll Safe,36,3,904208633386369024
3/26/17,Cash Me Ousside,5,4,820045837891870720
3/26/17,White Guy Blinking,24,3,823345977029378048
3/26/17,Meryl Streep Singing,35,3,817901590141161472
3/26/17,"Kendrick Lamar ""DAMN"" Cover",33,1,904208633386369024
3/26/17,Kellyanne Conway Couch,1,0,820045837891870720
3/26/17,Redbone Remix/What Redbone Sounds Like,3,0,823345977029378048
3/26/17,Tiger Woods Mug Shot,1,0,817901590141161472
3/26/17,Steph Curry High Kick,21,1,904208633386369024
3/26/17,Lebron James Mean Mug,16,1,820045837891870720
3/26/17,Mocking Spongebob,0,0,823345977029378048
3/26/17,Lavar Ball,57,1,817901590141161472
3/26/17,Singing Shaq,6,0,904208633386369024
3/26/17,The Future Liberals Want,4,0,820045837891870720
3/26/17,Expanding Brain,80,1,823345977029378048
3/26/17,The Floor Is,1,0,817901590141161472
3/26/17,Kendall Jenner's Pepsi Ad,2,0,904208633386369024
3/26/17,Fidget Spinners,3,0,820045837891870720
3/26/17,Pennywise the Clown,4,0,823345977029378048
3/26/17,But That's None of my Business,49,6,869971220938326016
3/26/17,"Homeboy's gonna, like, get it",0,0,817901590141161472
3/26/17,Trump Orb,2,0,904208633386369024
3/26/17,Bush's poncho,6,0,820045837891870720
3/26/17,BBC Dad,5,0,823345977029378048
3/26/17,Trump and Pope Francis,0,0,817901590141161472
3/26/17,13 Reasons Why,3,0,904208633386369024
3/26/17,Gold Ceelo,3,0,820045837891870720
3/26/17,#GetOutChallenge,47,4,823345977029378048
3/26/17,United Airlines,1,1,817901590141161472
4/2/17,Salt Bae,11,3,817901590141161472
4/2/17,Man's Not Hot,9,0,904208633386369024
4/2/17,Obama + Biden Bromance,3,0,820045837891870720
4/2/17,Sad Melania,2,0,823345977029378048
4/2/17,Dancing Winnie the Pooh,23,0,817901590141161472
4/2/17,Trump Holding Executive Orders,5,0,904208633386369024
4/2/17,The Oscars Snafu,1,0,820045837891870720
4/2/17,Obamacare vs. GOP Replacement,17,0,823345977029378048
4/2/17,Crying Northwestern Kid,17,0,817901590141161472
4/2/17,Babadook,4,0,904208633386369024
4/2/17,Gorilla TED Talk,16,0,820045837891870720
4/2/17,Emoji Sheriff,16,0,823345977029378048
4/2/17,The Snapchat Hot Dog,3,0,817901590141161472
4/2/17,Distracted Boyfriend,0,0,904208633386369024
4/2/17,Taylor Swift Formation,12,0,820045837891870720
4/2/17,Joel Osteen Hiding from Harvey Victims,1,0,823345977029378048
4/2/17,Elf on the Shelf Rhymes,0,0,817901590141161472
4/2/17,First of All,0,0,904208633386369024
4/2/17,#BowWowChallenge,2,0,820045837891870720
4/2/17,Crash Bandicoot's Woah,15,1,823345977029378048
4/2/17,"Brother, May I have some Oats",2,0,817901590141161472
4/2/17,Side-eyeing Michelle Obama,3,0,904208633386369024
4/2/17,Gossiping Gosling,20,1,820045837891870720
4/2/17,Tiny Trump,2,0,823345977029378048
4/2/17,RompHim,0,0,817901590141161472
4/2/17,Donald Trump's Paper Towel Shot,2,0,904208633386369024
4/2/17,Right in Front of My Salad,0,0,820045837891870720
4/2/17,Shooting Stars,23,3,823345977029378048
4/2/17,Cracking Open a Cold One with the Boys,1,0,817901590141161472
4/2/17,Roll Safe,28,2,904208633386369024
4/2/17,Cash Me Ousside,5,3,820045837891870720
4/2/17,White Guy Blinking,23,3,823345977029378048
4/2/17,Meryl Streep Singing,14,1,817901590141161472
4/2/17,"Kendrick Lamar ""DAMN"" Cover",35,1,904208633386369024
4/2/17,Kellyanne Conway Couch,0,0,820045837891870720
4/2/17,Redbone Remix/What Redbone Sounds Like,1,0,823345977029378048
4/2/17,Tiger Woods Mug Shot,2,0,817901590141161472
4/2/17,Steph Curry High Kick,20,1,904208633386369024
4/2/17,Lebron James Mean Mug,9,1,820045837891870720
4/2/17,Mocking Spongebob,0,0,823345977029378048
4/2/17,Lavar Ball,14,0,817901590141161472
4/2/17,Singing Shaq,4,0,904208633386369024
4/2/17,The Future Liberals Want,3,0,820045837891870720
4/2/17,Expanding Brain,78,1,823345977029378048
4/2/17,The Floor Is,1,0,817901590141161472
4/2/17,Kendall Jenner's Pepsi Ad,67,9,904208633386369024
4/2/17,Fidget Spinners,4,0,820045837891870720
4/2/17,Pennywise the Clown,8,1,823345977029378048
4/2/17,But That's None of my Business,51,6,869971220938326016
4/2/17,"Homeboy's gonna, like, get it",0,0,817901590141161472
4/2/17,Trump Orb,2,0,904208633386369024
4/2/17,Bush's poncho,4,0,820045837891870720
4/2/17,BBC Dad,3,0,823345977029378048
4/2/17,Trump and Pope Francis,0,0,817901590141161472
4/2/17,13 Reasons Why,17,2,904208633386369024
4/2/17,Gold Ceelo,3,0,820045837891870720
4/2/17,#GetOutChallenge,31,3,823345977029378048
4/2/17,United Airlines,1,1,817901590141161472
4/9/17,Salt Bae,9,2,817901590141161472
4/9/17,Man's Not Hot,5,0,904208633386369024
4/9/17,Obama + Biden Bromance,4,0,820045837891870720
4/9/17,Sad Melania,1,0,823345977029378048
4/9/17,Dancing Winnie the Pooh,28,0,817901590141161472
4/9/17,Trump Holding Executive Orders,3,0,904208633386369024
4/9/17,The Oscars Snafu,1,0,820045837891870720
4/9/17,Obamacare vs. GOP Replacement,9,0,823345977029378048
4/9/17,Crying Northwestern Kid,17,0,817901590141161472
4/9/17,Babadook,1,0,904208633386369024
4/9/17,Gorilla TED Talk,0,0,820045837891870720
4/9/17,Emoji Sheriff,0,0,823345977029378048
4/9/17,The Snapchat Hot Dog,2,0,817901590141161472
4/9/17,Distracted Boyfriend,1,0,904208633386369024
4/9/17,Taylor Swift Formation,10,0,820045837891870720
4/9/17,Joel Osteen Hiding from Harvey Victims,1,0,823345977029378048
4/9/17,Elf on the Shelf Rhymes,0,0,817901590141161472
4/9/17,First of All,1,0,904208633386369024
4/9/17,#BowWowChallenge,0,0,820045837891870720
4/9/17,Crash Bandicoot's Woah,11,1,823345977029378048
4/9/17,"Brother, May I have some Oats",3,0,817901590141161472
4/9/17,Side-eyeing Michelle Obama,3,0,904208633386369024
4/9/17,Gossiping Gosling,12,0,820045837891870720
4/9/17,Tiny Trump,1,0,823345977029378048
4/9/17,RompHim,0,0,817901590141161472
4/9/17,Donald Trump's Paper Towel Shot,3,0,904208633386369024
4/9/17,Right in Front of My Salad,0,0,820045837891870720
4/9/17,Shooting Stars,16,2,823345977029378048
4/9/17,Cracking Open a Cold One with the Boys,1,0,817901590141161472
4/9/17,Roll Safe,22,2,904208633386369024
4/9/17,Cash Me Ousside,6,3,820045837891870720
4/9/17,White Guy Blinking,22,3,823345977029378048
4/9/17,Meryl Streep Singing,9,1,817901590141161472
4/9/17,"Kendrick Lamar ""DAMN"" Cover",100,2,904208633386369024
4/9/17,Kellyanne Conway Couch,0,0,820045837891870720
4/9/17,Redbone Remix/What Redbone Sounds Like,1,0,823345977029378048
4/9/17,Tiger Woods Mug Shot,2,0,817901590141161472
4/9/17,Steph Curry High Kick,16,0,904208633386369024
4/9/17,Lebron James Mean Mug,9,1,820045837891870720
4/9/17,Mocking Spongebob,0,0,823345977029378048
4/9/17,Lavar Ball,13,0,817901590141161472
4/9/17,Singing Shaq,5,0,904208633386369024
4/9/17,The Future Liberals Want,4,0,820045837891870720
4/9/17,Expanding Brain,56,1,823345977029378048
4/9/17,The Floor Is,0,0,817901590141161472
4/9/17,Kendall Jenner's Pepsi Ad,100,13,904208633386369024
4/9/17,Fidget Spinners,3,0,820045837891870720
4/9/17,Pennywise the Clown,14,1,823345977029378048
4/9/17,But That's None of my Business,45,6,869971220938326016
4/9/17,"Homeboy's gonna, like, get it",0,0,817901590141161472
4/9/17,Trump Orb,0,0,904208633386369024
4/9/17,Bush's poncho,4,0,820045837891870720
4/9/17,BBC Dad,6,0,823345977029378048
4/9/17,Trump and Pope Francis,1,0,817901590141161472
4/9/17,13 Reasons Why,97,12,904208633386369024
4/9/17,Gold Ceelo,3,0,820045837891870720
4/9/17,#GetOutChallenge,28,3,823345977029378048
4/9/17,United Airlines,100,100,817901590141161472
4/16/17,Salt Bae,12,3,817901590141161472
4/16/17,Man's Not Hot,4,0,904208633386369024
4/16/17,Obama + Biden Bromance,2,0,820045837891870720
4/16/17,Sad Melania,1,0,823345977029378048
4/16/17,Dancing Winnie the Pooh,33,0,817901590141161472
4/16/17,Trump Holding Executive Orders,3,0,904208633386369024
4/16/17,The Oscars Snafu,0,0,820045837891870720
4/16/17,Obamacare vs. GOP Replacement,7,0,823345977029378048
4/16/17,Crying Northwestern Kid,24,0,817901590141161472
4/16/17,Babadook,2,0,904208633386369024
4/16/17,Gorilla TED Talk,0,0,820045837891870720
4/16/17,Emoji Sheriff,0,0,823345977029378048
4/16/17,The Snapchat Hot Dog,2,0,817901590141161472
4/16/17,Distracted Boyfriend,1,0,904208633386369024
4/16/17,Taylor Swift Formation,11,0,820045837891870720
4/16/17,Joel Osteen Hiding from Harvey Victims,1,0,823345977029378048
4/16/17,Elf on the Shelf Rhymes,0,0,817901590141161472
4/16/17,First of All,1,0,904208633386369024
4/16/17,#BowWowChallenge,2,0,820045837891870720
4/16/17,Crash Bandicoot's Woah,12,1,823345977029378048
4/16/17,"Brother, May I have some Oats",4,0,817901590141161472
4/16/17,Side-eyeing Michelle Obama,3,0,904208633386369024
4/16/17,Gossiping Gosling,17,0,820045837891870720
4/16/17,Tiny Trump,3,0,823345977029378048
4/16/17,RompHim,0,0,817901590141161472
4/16/17,Donald Trump's Paper Towel Shot,4,0,904208633386369024
4/16/17,Right in Front of My Salad,0,0,820045837891870720
4/16/17,Shooting Stars,17,3,823345977029378048
4/16/17,Cracking Open a Cold One with the Boys,1,0,817901590141161472
4/16/17,Roll Safe,27,2,904208633386369024
4/16/17,Cash Me Ousside,3,3,820045837891870720
4/16/17,White Guy Blinking,23,3,823345977029378048
4/16/17,Meryl Streep Singing,8,1,817901590141161472
4/16/17,"Kendrick Lamar ""DAMN"" Cover",94,3,904208633386369024
4/16/17,Kellyanne Conway Couch,0,0,820045837891870720
4/16/17,Redbone Remix/What Redbone Sounds Like,2,0,823345977029378048
4/16/17,Tiger Woods Mug Shot,2,0,817901590141161472
4/16/17,Steph Curry High Kick,24,1,904208633386369024
4/16/17,Lebron James Mean Mug,18,1,820045837891870720
4/16/17,Mocking Spongebob,0,0,823345977029378048
4/16/17,Lavar Ball,8,0,817901590141161472
4/16/17,Singing Shaq,8,0,904208633386369024
4/16/17,The Future Liberals Want,2,0,820045837891870720
4/16/17,Expanding Brain,62,1,823345977029378048
4/16/17,The Floor Is,1,0,817901590141161472
4/16/17,Kendall Jenner's Pepsi Ad,17,2,904208633386369024
4/16/17,Fidget Spinners,11,1,820045837891870720
4/16/17,Pennywise the Clown,7,1,823345977029378048
4/16/17,But That's None of my Business,43,5,869971220938326016
4/16/17,"Homeboy's gonna, like, get it",0,0,817901590141161472
4/16/17,Trump Orb,1,0,904208633386369024
4/16/17,Bush's poncho,2,0,820045837891870720
4/16/17,BBC Dad,5,0,823345977029378048
4/16/17,Trump and Pope Francis,0,0,817901590141161472
4/16/17,13 Reasons Why,100,13,904208633386369024
4/16/17,Gold Ceelo,3,0,820045837891870720
4/16/17,#GetOutChallenge,23,2,823345977029378048
4/16/17,United Airlines,21,19,817901590141161472
4/23/17,Salt Bae,10,3,817901590141161472
4/23/17,Man's Not Hot,4,0,904208633386369024
4/23/17,Obama + Biden Bromance,2,0,820045837891870720
4/23/17,Sad Melania,1,0,823345977029378048
4/23/17,Dancing Winnie the Pooh,29,0,817901590141161472
4/23/17,Trump Holding Executive Orders,12,1,904208633386369024
4/23/17,The Oscars Snafu,1,0,820045837891870720
4/23/17,Obamacare vs. GOP Replacement,13,0,823345977029378048
4/23/17,Crying Northwestern Kid,12,0,817901590141161472
4/23/17,Babadook,3,0,904208633386369024
4/23/17,Gorilla TED Talk,0,0,820045837891870720
4/23/17,Emoji Sheriff,16,0,823345977029378048
4/23/17,The Snapchat Hot Dog,2,1,817901590141161472
4/23/17,Distracted Boyfriend,1,0,904208633386369024
4/23/17,Taylor Swift Formation,5,0,820045837891870720
4/23/17,Joel Osteen Hiding from Harvey Victims,0,0,823345977029378048
4/23/17,Elf on the Shelf Rhymes,0,0,817901590141161472
4/23/17,First of All,2,0,904208633386369024
4/23/17,#BowWowChallenge,6,0,820045837891870720
4/23/17,Crash Bandicoot's Woah,10,1,823345977029378048
4/23/17,"Brother, May I have some Oats",5,0,817901590141161472
4/23/17,Side-eyeing Michelle Obama,3,0,904208633386369024
4/23/17,Gossiping Gosling,27,1,820045837891870720
4/23/17,Tiny Trump,1,0,823345977029378048
4/23/17,RompHim,0,0,817901590141161472
4/23/17,Donald Trump's Paper Towel Shot,2,0,904208633386369024
4/23/17,Right in Front of My Salad,0,0,820045837891870720
4/23/17,Shooting Stars,16,2,823345977029378048
4/23/17,Cracking Open a Cold One with the Boys,1,0,817901590141161472
4/23/17,Roll Safe,23,2,904208633386369024
4/23/17,Cash Me Ousside,3,2,820045837891870720
4/23/17,White Guy Blinking,23,3,823345977029378048
4/23/17,Meryl Streep Singing,7,0,817901590141161472
4/23/17,"Kendrick Lamar ""DAMN"" Cover",71,2,904208633386369024
4/23/17,Kellyanne Conway Couch,0,0,820045837891870720
4/23/17,Redbone Remix/What Redbone Sounds Like,2,0,823345977029378048
4/23/17,Tiger Woods Mug Shot,2,0,817901590141161472
4/23/17,Steph Curry High Kick,15,1,904208633386369024
4/23/17,Lebron James Mean Mug,13,1,820045837891870720
4/23/17,Mocking Spongebob,0,0,823345977029378048
4/23/17,Lavar Ball,12,0,817901590141161472
4/23/17,Singing Shaq,10,0,904208633386369024
4/23/17,The Future Liberals Want,4,0,820045837891870720
4/23/17,Expanding Brain,55,1,823345977029378048
4/23/17,The Floor Is,1,0,817901590141161472
4/23/17,Kendall Jenner's Pepsi Ad,7,1,904208633386369024
4/23/17,Fidget Spinners,31,3,820045837891870720
4/23/17,Pennywise the Clown,6,0,823345977029378048
4/23/17,But That's None of my Business,47,5,869971220938326016
4/23/17,"Homeboy's gonna, like, get it",0,0,817901590141161472
4/23/17,Trump Orb,1,0,904208633386369024
4/23/17,Bush's poncho,1,0,820045837891870720
4/23/17,BBC Dad,0,0,823345977029378048
4/23/17,Trump and Pope Francis,0,0,817901590141161472
4/23/17,13 Reasons Why,51,7,904208633386369024
4/23/17,Gold Ceelo,0,0,820045837891870720
4/23/17,#GetOutChallenge,26,3,823345977029378048
4/23/17,United Airlines,6,6,817901590141161472
4/30/17,Salt Bae,10,2,817901590141161472
4/30/17,Man's Not Hot,4,0,904208633386369024
4/30/17,Obama + Biden Bromance,2,0,820045837891870720
4/30/17,Sad Melania,1,0,823345977029378048
4/30/17,Dancing Winnie the Pooh,32,0,817901590141161472
4/30/17,Trump Holding Executive Orders,7,0,904208633386369024
4/30/17,The Oscars Snafu,2,0,820045837891870720
4/30/17,Obamacare vs. GOP Replacement,64,1,823345977029378048
4/30/17,Crying Northwestern Kid,12,0,817901590141161472
