names,date,sentences
Andy Dick,8/13/17,1049
Andy Dick,8/20/17,1527
Andy Dick,8/27/17,1376
Andy Dick,9/3/17,1849
Andy Dick,9/10/17,1439
Andy Dick,9/17/17,1377
Andy Dick,9/24/17,1212
Andy Dick,10/1/17,1207
Andy Dick,10/8/17,1262
Andy Dick,10/15/17,1218
Andy Dick,10/22/17,1350
Andy Dick,10/29/17,1423
Andy Dick,11/5/17,1557
Andy Dick,11/12/17,1288
Andy Dick,11/19/17,1113
Andy Dick,11/26/17,270
Kirk Webster,1/1/17,105
Kirk Webster,1/8/17,109
Kirk Webster,1/15/17,137
Kirk Webster,1/22/17,311
Kirk Webster,1/29/17,156
Kirk Webster,2/5/17,356
Kirk Webster,2/12/17,180
Kirk Webster,2/19/17,213
Kirk Webster,2/26/17,149
Kirk Webster,3/5/17,301
Kirk Webster,3/12/17,240
Kirk Webster,3/19/17,219
Kirk Webster,3/26/17,214
Kirk Webster,4/2/17,186
Kirk Webster,4/9/17,176
Kirk Webster,4/16/17,113
Kirk Webster,4/23/17,181
Kirk Webster,4/30/17,169
Kirk Webster,5/7/17,249
Kirk Webster,5/14/17,218
Kirk Webster,5/21/17,117
Kirk Webster,5/28/17,212
Kirk Webster,6/4/17,141
Kirk Webster,6/11/17,76
Kirk Webster,6/18/17,71
Kirk Webster,6/25/17,99
Kirk Webster,7/2/17,100
Kirk Webster,7/9/17,85
Kirk Webster,7/16/17,184
Kirk Webster,7/23/17,71
Kirk Webster,7/30/17,157
Kirk Webster,8/6/17,132
Kirk Webster,8/13/17,135
Kirk Webster,8/20/17,149
Kirk Webster,8/27/17,125
Kirk Webster,9/3/17,149
Kirk Webster,9/10/17,149
Kirk Webster,9/17/17,294
Kirk Webster,9/24/17,153
Kirk Webster,10/1/17,115
Kirk Webster,10/8/17,101
Kirk Webster,10/15/17,116
Kirk Webster,10/22/17,136
Kirk Webster,10/29/17,312
Kirk Webster,11/5/17,139
Kirk Webster,11/12/17,144
Kirk Webster,11/19/17,96
Kirk Webster,11/26/17,52
Brett Ratner,1/1/17,288
Brett Ratner,1/8/17,300
Brett Ratner,1/15/17,326
Brett Ratner,1/22/17,277
Brett Ratner,1/29/17,306
Brett Ratner,2/5/17,276
Brett Ratner,2/12/17,328
Brett Ratner,2/19/17,370
Brett Ratner,2/26/17,322
Brett Ratner,3/5/17,328
Brett Ratner,3/12/17,393
Brett Ratner,3/19/17,446
Brett Ratner,3/26/17,372
Brett Ratner,4/2/17,376
Brett Ratner,4/9/17,385
Brett Ratner,4/16/17,359
Brett Ratner,4/23/17,404
Brett Ratner,4/30/17,454
Brett Ratner,5/7/17,407
Brett Ratner,5/14/17,378
Brett Ratner,5/21/17,395
Brett Ratner,5/28/17,404
Brett Ratner,6/4/17,454
Brett Ratner,6/11/17,310
Brett Ratner,6/18/17,243
Brett Ratner,6/25/17,398
Brett Ratner,7/2/17,249
Brett Ratner,7/9/17,248
Brett Ratner,7/16/17,303
Brett Ratner,7/23/17,377
Brett Ratner,7/30/17,327
Brett Ratner,8/6/17,334
Brett Ratner,8/13/17,332
Brett Ratner,8/20/17,384
Brett Ratner,8/27/17,439
Brett Ratner,9/3/17,454
Brett Ratner,9/10/17,341
Brett Ratner,9/17/17,385
Brett Ratner,9/24/17,346
Brett Ratner,10/1/17,576
Brett Ratner,10/8/17,444
Brett Ratner,10/15/17,866
Brett Ratner,10/22/17,440
Brett Ratner,10/29/17,1544
Brett Ratner,11/5/17,1017
Brett Ratner,11/12/17,1035
Brett Ratner,11/19/17,716
Brett Ratner,11/26/17,115
Jeff Hoover,1/1/17,1991
Jeff Hoover,1/8/17,3897
Jeff Hoover,1/15/17,2231
Jeff Hoover,1/22/17,2031
Jeff Hoover,1/29/17,3016
Jeff Hoover,2/5/17,3261
Jeff Hoover,2/12/17,2284
Jeff Hoover,2/19/17,2404
Jeff Hoover,2/26/17,4566
Jeff Hoover,3/5/17,3133
Jeff Hoover,3/12/17,2240
Jeff Hoover,3/19/17,2557
Jeff Hoover,3/26/17,2475
Jeff Hoover,4/2/17,2423
Jeff Hoover,4/9/17,2527
Jeff Hoover,4/16/17,2261
Jeff Hoover,4/23/17,2937
Jeff Hoover,4/30/17,2319
Jeff Hoover,5/7/17,3262
Jeff Hoover,5/14/17,2459
Jeff Hoover,5/21/17,1801
Jeff Hoover,5/28/17,1706
Jeff Hoover,6/4/17,2350
Jeff Hoover,6/11/17,3886
Jeff Hoover,6/18/17,1936
Jeff Hoover,6/25/17,2027
Jeff Hoover,7/2/17,2090
Jeff Hoover,7/9/17,2228
Jeff Hoover,7/16/17,3065
Jeff Hoover,7/23/17,4166
Jeff Hoover,7/30/17,2912
Jeff Hoover,8/6/17,1879
Jeff Hoover,8/13/17,2332
Jeff Hoover,8/20/17,2087
Jeff Hoover,8/27/17,2464
Jeff Hoover,9/3/17,2814
Jeff Hoover,9/10/17,2142
Jeff Hoover,9/17/17,2576
Jeff Hoover,9/24/17,2300
Jeff Hoover,10/1/17,2068
Jeff Hoover,10/8/17,1967
Jeff Hoover,10/15/17,1910
Jeff Hoover,10/22/17,3208
Jeff Hoover,10/29/17,2387
Jeff Hoover,11/5/17,2270
Jeff Hoover,11/12/17,2826
Jeff Hoover,11/19/17,1779
Jeff Hoover,11/26/17,452
David Guillod,1/1/17,4835
David Guillod,1/8/17,5650
David Guillod,1/15/17,4973
David Guillod,1/22/17,6319
David Guillod,1/29/17,6313
David Guillod,2/5/17,6508
David Guillod,2/12/17,6674
David Guillod,2/19/17,6543
David Guillod,2/26/17,6347
David Guillod,3/5/17,5825
David Guillod,3/12/17,6877
David Guillod,3/19/17,6780
David Guillod,3/26/17,6825
David Guillod,4/2/17,6114
David Guillod,4/9/17,6602
David Guillod,4/16/17,6380
David Guillod,4/23/17,7366
David Guillod,4/30/17,6724
David Guillod,5/7/17,6275
David Guillod,5/14/17,6795
David Guillod,5/21/17,6563
David Guillod,5/28/17,5581
David Guillod,6/4/17,6058
David Guillod,6/11/17,6278
David Guillod,6/18/17,5574
David Guillod,6/25/17,5540
David Guillod,7/2/17,4660
David Guillod,7/9/17,5515
David Guillod,7/16/17,5966
David Guillod,7/23/17,5343
David Guillod,7/30/17,5071
David Guillod,8/6/17,6092
David Guillod,8/13/17,5981
David Guillod,8/20/17,5014
David Guillod,8/27/17,5935
David Guillod,9/3/17,5719
David Guillod,9/10/17,5409
David Guillod,9/17/17,5608
David Guillod,9/24/17,5607
David Guillod,10/1/17,5396
David Guillod,10/8/17,5340
David Guillod,10/15/17,6197
David Guillod,10/22/17,6352
David Guillod,10/29/17,5315
David Guillod,11/5/17,6035
David Guillod,11/12/17,5144
David Guillod,11/19/17,5491
David Guillod,11/26/17,1238
Ed Westwick,1/1/17,952
Ed Westwick,1/8/17,1008
Ed Westwick,1/15/17,1056
Ed Westwick,1/22/17,1376
Ed Westwick,1/29/17,1253
Ed Westwick,2/5/17,1250
Ed Westwick,2/12/17,1210
Ed Westwick,2/19/17,1331
Ed Westwick,2/26/17,1254
Ed Westwick,3/5/17,1470
Ed Westwick,3/12/17,1498
Ed Westwick,3/19/17,1713
Ed Westwick,3/26/17,1525
Ed Westwick,4/2/17,1299
Ed Westwick,4/9/17,1330
Ed Westwick,4/16/17,1260
Ed Westwick,4/23/17,1760
Ed Westwick,4/30/17,1794
Ed Westwick,5/7/17,1378
Ed Westwick,5/14/17,1258
Ed Westwick,5/21/17,1247
Ed Westwick,5/28/17,1209
Ed Westwick,6/4/17,1279
Ed Westwick,6/11/17,1225
Ed Westwick,6/18/17,1141
Ed Westwick,6/25/17,1290
Ed Westwick,7/2/17,1112
Ed Westwick,7/9/17,1086
Ed Westwick,7/16/17,1964
Ed Westwick,7/23/17,1135
Ed Westwick,7/30/17,1082
Ed Westwick,8/6/17,1023
Ed Westwick,8/13/17,965
Ed Westwick,8/20/17,1026
Ed Westwick,8/27/17,1844
Ed Westwick,9/3/17,1193
Ed Westwick,9/10/17,1316
Ed Westwick,9/17/17,1275
Ed Westwick,9/24/17,1085
Ed Westwick,10/1/17,1111
Ed Westwick,10/8/17,1279
Ed Westwick,10/15/17,1508
Ed Westwick,10/22/17,1341
Ed Westwick,10/29/17,1405
Ed Westwick,11/5/17,2718
Ed Westwick,11/12/17,1343
Ed Westwick,11/19/17,1012
Ed Westwick,11/26/17,293
Jeffery Tambor,1/1/17,411
Jeffery Tambor,1/8/17,534
Jeffery Tambor,1/15/17,417
Jeffery Tambor,1/22/17,453
Jeffery Tambor,1/29/17,564
Jeffery Tambor,2/5/17,493
Jeffery Tambor,2/12/17,829
Jeffery Tambor,2/19/17,526
Jeffery Tambor,2/26/17,512
Jeffery Tambor,3/5/17,494
Jeffery Tambor,3/12/17,479
Jeffery Tambor,3/19/17,595
Jeffery Tambor,3/26/17,472
Jeffery Tambor,4/2/17,598
Jeffery Tambor,4/9/17,606
Jeffery Tambor,4/16/17,428
Jeffery Tambor,4/23/17,535
Jeffery Tambor,4/30/17,443
Jeffery Tambor,5/7/17,582
Jeffery Tambor,5/14/17,699
Jeffery Tambor,5/21/17,521
Jeffery Tambor,5/28/17,370
Jeffery Tambor,6/4/17,511
Jeffery Tambor,6/11/17,451
Jeffery Tambor,6/18/17,429
Jeffery Tambor,6/25/17,521
Jeffery Tambor,7/2/17,351
Jeffery Tambor,7/9/17,513
Jeffery Tambor,7/16/17,542
Jeffery Tambor,7/23/17,410
Jeffery Tambor,7/30/17,412
Jeffery Tambor,8/6/17,615
Jeffery Tambor,8/13/17,422
Jeffery Tambor,8/20/17,456
Jeffery Tambor,8/27/17,366
Jeffery Tambor,9/3/17,363
Jeffery Tambor,9/10/17,558
Jeffery Tambor,9/17/17,647
Jeffery Tambor,9/24/17,570
Jeffery Tambor,10/1/17,621
Jeffery Tambor,10/8/17,432
Jeffery Tambor,10/15/17,496
Jeffery Tambor,10/22/17,440
Jeffery Tambor,10/29/17,463
Jeffery Tambor,11/5/17,644
Jeffery Tambor,11/12/17,687
Jeffery Tambor,11/19/17,802
Jeffery Tambor,11/26/17,72
Benjamin Genocchio,1/1/17,596
Benjamin Genocchio,1/8/17,568
Benjamin Genocchio,1/15/17,517
Benjamin Genocchio,1/22/17,719
Benjamin Genocchio,1/29/17,695
Benjamin Genocchio,2/5/17,638
Benjamin Genocchio,2/12/17,1315
Benjamin Genocchio,2/19/17,655
Benjamin Genocchio,2/26/17,474
Benjamin Genocchio,3/5/17,529
Benjamin Genocchio,3/12/17,601
Benjamin Genocchio,3/19/17,626
Benjamin Genocchio,3/26/17,514
Benjamin Genocchio,4/2/17,488
Benjamin Genocchio,4/9/17,401
Benjamin Genocchio,4/16/17,497
Benjamin Genocchio,4/23/17,604
Benjamin Genocchio,4/30/17,661
Benjamin Genocchio,5/7/17,499
Benjamin Genocchio,5/14/17,710
Benjamin Genocchio,5/21/17,1139
Benjamin Genocchio,5/28/17,482
Benjamin Genocchio,6/4/17,394
Benjamin Genocchio,6/11/17,392
Benjamin Genocchio,6/18/17,430
Benjamin Genocchio,6/25/17,589
Benjamin Genocchio,7/2/17,618
Benjamin Genocchio,7/9/17,508
Benjamin Genocchio,7/16/17,653
Benjamin Genocchio,7/23/17,764
Benjamin Genocchio,7/30/17,530
Benjamin Genocchio,8/6/17,531
Benjamin Genocchio,8/13/17,414
Benjamin Genocchio,8/20/17,481
Benjamin Genocchio,8/27/17,569
Benjamin Genocchio,9/3/17,642
Benjamin Genocchio,9/10/17,573
Benjamin Genocchio,9/17/17,648
Benjamin Genocchio,9/24/17,581
Benjamin Genocchio,10/1/17,692
Benjamin Genocchio,10/8/17,551
Benjamin Genocchio,10/15/17,566
Benjamin Genocchio,10/22/17,620
Benjamin Genocchio,10/29/17,850
Benjamin Genocchio,11/5/17,633
Benjamin Genocchio,11/12/17,486
Benjamin Genocchio,11/19/17,454
Benjamin Genocchio,11/26/17,97
Roy Moore,1/1/17,1399
Roy Moore,1/8/17,1649
Roy Moore,1/15/17,2084
Roy Moore,1/22/17,4483
Roy Moore,1/29/17,1545
Roy Moore,2/5/17,1497
Roy Moore,2/12/17,1517
Roy Moore,2/19/17,1768
Roy Moore,2/26/17,1697
Roy Moore,3/5/17,1596
Roy Moore,3/12/17,1849
Roy Moore,3/19/17,2035
Roy Moore,3/26/17,2207
Roy Moore,4/2/17,1803
Roy Moore,4/9/17,1492
Roy Moore,4/16/17,1125
Roy Moore,4/23/17,1806
Roy Moore,4/30/17,2533
Roy Moore,5/7/17,1356
Roy Moore,5/14/17,1688
Roy Moore,5/21/17,2644
Roy Moore,5/28/17,1344
Roy Moore,6/4/17,2638
Roy Moore,6/11/17,2544
Roy Moore,6/18/17,1609
Roy Moore,6/25/17,1542
Roy Moore,7/2/17,1372
Roy Moore,7/9/17,1358
Roy Moore,7/16/17,1608
Roy Moore,7/23/17,1619
Roy Moore,7/30/17,2101
Roy Moore,8/6/17,1729
Roy Moore,8/13/17,2350
Roy Moore,8/20/17,1375
Roy Moore,8/27/17,1736
Roy Moore,9/3/17,1710
Roy Moore,9/10/17,2172
Roy Moore,9/17/17,3286
Roy Moore,9/24/17,6064
Roy Moore,10/1/17,2171
Roy Moore,10/8/17,2419
Roy Moore,10/15/17,2202
Roy Moore,10/22/17,2783
Roy Moore,10/29/17,1903
Roy Moore,11/5/17,8092
Roy Moore,11/12/17,17872
Roy Moore,11/19/17,6380
Roy Moore,11/26/17,1881
Louis C.K.,1/1/17,869
Louis C.K.,1/8/17,1268
Louis C.K.,1/15/17,1499
Louis C.K.,1/22/17,1246
Louis C.K.,1/29/17,1706
Louis C.K.,2/5/17,1204
Louis C.K.,2/12/17,1492
Louis C.K.,2/19/17,1888
Louis C.K.,2/26/17,1882
Louis C.K.,3/5/17,1822
Louis C.K.,3/12/17,2563
Louis C.K.,3/19/17,2329
Louis C.K.,3/26/17,2425
Louis C.K.,4/2/17,2738
Louis C.K.,4/9/17,2842
Louis C.K.,4/16/17,1647
Louis C.K.,4/23/17,2113
Louis C.K.,4/30/17,2305
Louis C.K.,5/7/17,1473
Louis C.K.,5/14/17,1458
Louis C.K.,5/21/17,1333
Louis C.K.,5/28/17,1124
Louis C.K.,6/4/17,1161
Louis C.K.,6/11/17,1199
Louis C.K.,6/18/17,1392
Louis C.K.,6/25/17,1295
Louis C.K.,7/2/17,1147
Louis C.K.,7/9/17,1545
Louis C.K.,7/16/17,1465
Louis C.K.,7/23/17,1338
Louis C.K.,7/30/17,1337
Louis C.K.,8/6/17,1277
Louis C.K.,8/13/17,1452
Louis C.K.,8/20/17,1507
Louis C.K.,8/27/17,1376
Louis C.K.,9/3/17,1346
Louis C.K.,9/10/17,3058
Louis C.K.,9/17/17,3301
Louis C.K.,9/24/17,2492
Louis C.K.,10/1/17,1389
Louis C.K.,10/8/17,1227
Louis C.K.,10/15/17,1320
Louis C.K.,10/22/17,1522
Louis C.K.,10/29/17,1133
Louis C.K.,11/5/17,4070
Louis C.K.,11/12/17,2828
Louis C.K.,11/19/17,1334
Louis C.K.,11/26/17,301
Andrew Kreisberg,1/1/17,1782
Andrew Kreisberg,1/8/17,2240
Andrew Kreisberg,1/15/17,2014
Andrew Kreisberg,1/22/17,2199
Andrew Kreisberg,1/29/17,2036
Andrew Kreisberg,2/5/17,2357
Andrew Kreisberg,2/12/17,2912
Andrew Kreisberg,2/19/17,2671
Andrew Kreisberg,2/26/17,2543
Andrew Kreisberg,3/5/17,2626
Andrew Kreisberg,3/12/17,3014
Andrew Kreisberg,3/19/17,3052
Andrew Kreisberg,3/26/17,2717
Andrew Kreisberg,4/2/17,2385
Andrew Kreisberg,4/9/17,2407
Andrew Kreisberg,4/16/17,2131
Andrew Kreisberg,4/23/17,2924
Andrew Kreisberg,4/30/17,3440
Andrew Kreisberg,5/7/17,2777
Andrew Kreisberg,5/14/17,2703
Andrew Kreisberg,5/21/17,2305
Andrew Kreisberg,5/28/17,2284
Andrew Kreisberg,6/4/17,2358
Andrew Kreisberg,6/11/17,2225
Andrew Kreisberg,6/18/17,1952
Andrew Kreisberg,6/25/17,2132
Andrew Kreisberg,7/2/17,2251
Andrew Kreisberg,7/9/17,2165
Andrew Kreisberg,7/16/17,2128
Andrew Kreisberg,7/23/17,2094
Andrew Kreisberg,7/30/17,2065
Andrew Kreisberg,8/6/17,1916
Andrew Kreisberg,8/13/17,2148
Andrew Kreisberg,8/20/17,2387
Andrew Kreisberg,8/27/17,2295
Andrew Kreisberg,9/3/17,3117
Andrew Kreisberg,9/10/17,2376
Andrew Kreisberg,9/17/17,2103
Andrew Kreisberg,9/24/17,2512
Andrew Kreisberg,10/1/17,2172
Andrew Kreisberg,10/8/17,2089
Andrew Kreisberg,10/15/17,1969
Andrew Kreisberg,10/22/17,2083
Andrew Kreisberg,10/29/17,2394
Andrew Kreisberg,11/5/17,2043
Andrew Kreisberg,11/12/17,1861
Andrew Kreisberg,11/19/17,1333
Andrew Kreisberg,11/26/17,452
Eddie Berganza,1/1/17,754
Eddie Berganza,1/8/17,576
Eddie Berganza,1/15/17,611
Eddie Berganza,1/22/17,521
Eddie Berganza,1/29/17,604
Eddie Berganza,2/5/17,633
Eddie Berganza,2/12/17,582
Eddie Berganza,2/19/17,600
Eddie Berganza,2/26/17,631
Eddie Berganza,3/5/17,641
Eddie Berganza,3/12/17,923
Eddie Berganza,3/19/17,748
Eddie Berganza,3/26/17,605
Eddie Berganza,4/2/17,583
Eddie Berganza,4/9/17,640
Eddie Berganza,4/16/17,524
Eddie Berganza,4/23/17,560
Eddie Berganza,4/30/17,635
Eddie Berganza,5/7/17,537
Eddie Berganza,5/14/17,555
Eddie Berganza,5/21/17,439
Eddie Berganza,5/28/17,400
Eddie Berganza,6/4/17,353
Eddie Berganza,6/11/17,487
Eddie Berganza,6/18/17,407
Eddie Berganza,6/25/17,405
Eddie Berganza,7/2/17,289
Eddie Berganza,7/9/17,334
Eddie Berganza,7/16/17,367
Eddie Berganza,7/23/17,321
Eddie Berganza,7/30/17,361
Eddie Berganza,8/6/17,637
Eddie Berganza,8/13/17,406
Eddie Berganza,8/20/17,478
Eddie Berganza,8/27/17,440
Eddie Berganza,9/3/17,499
Eddie Berganza,9/10/17,481
Eddie Berganza,9/17/17,528
Eddie Berganza,9/24/17,480
Eddie Berganza,10/1/17,401
Eddie Berganza,10/8/17,372
Eddie Berganza,10/15/17,452
Eddie Berganza,10/22/17,782
Eddie Berganza,10/29/17,537
Eddie Berganza,11/5/17,751
Eddie Berganza,11/12/17,785
Eddie Berganza,11/19/17,632
Eddie Berganza,11/26/17,165
Steve Jurvetson,1/1/17,2032
Steve Jurvetson,1/8/17,2515
Steve Jurvetson,1/15/17,2292
Steve Jurvetson,1/22/17,2566
Steve Jurvetson,1/29/17,3799
Steve Jurvetson,2/5/17,3219
Steve Jurvetson,2/12/17,2675
Steve Jurvetson,2/19/17,3421
Steve Jurvetson,2/26/17,2923
Steve Jurvetson,3/5/17,2839
Steve Jurvetson,3/12/17,4027
Steve Jurvetson,3/19/17,3162
Steve Jurvetson,3/26/17,2891
Steve Jurvetson,4/2/17,3144
Steve Jurvetson,4/9/17,3141
Steve Jurvetson,4/16/17,3623
Steve Jurvetson,4/23/17,3083
Steve Jurvetson,4/30/17,2996
Steve Jurvetson,5/7/17,2581
Steve Jurvetson,5/14/17,2643
Steve Jurvetson,5/21/17,2395
Steve Jurvetson,5/28/17,2515
Steve Jurvetson,6/4/17,2836
Steve Jurvetson,6/11/17,5022
Steve Jurvetson,6/18/17,2531
Steve Jurvetson,6/25/17,2590
Steve Jurvetson,7/2/17,2553
Steve Jurvetson,7/9/17,2266
Steve Jurvetson,7/16/17,2408
Steve Jurvetson,7/23/17,2632
Steve Jurvetson,7/30/17,2679
Steve Jurvetson,8/6/17,1950
Steve Jurvetson,8/13/17,3942
Steve Jurvetson,8/20/17,2466
Steve Jurvetson,8/27/17,2677
Steve Jurvetson,9/3/17,2719
Steve Jurvetson,9/10/17,3554
Steve Jurvetson,9/17/17,2764
Steve Jurvetson,9/24/17,2971
Steve Jurvetson,10/1/17,2568
Steve Jurvetson,10/8/17,2275
Steve Jurvetson,10/15/17,2283
Steve Jurvetson,10/22/17,2630
Steve Jurvetson,10/29/17,2495
Steve Jurvetson,11/5/17,2388
Steve Jurvetson,11/12/17,2451
Steve Jurvetson,11/19/17,1999
Steve Jurvetson,11/26/17,621
Glenn Thrush,1/1/17,352
Glenn Thrush,1/8/17,453
Glenn Thrush,1/15/17,355
Glenn Thrush,1/22/17,383
Glenn Thrush,1/29/17,418
Glenn Thrush,2/5/17,480
Glenn Thrush,2/12/17,696
Glenn Thrush,2/19/17,681
Glenn Thrush,2/26/17,423
Glenn Thrush,3/5/17,522
Glenn Thrush,3/12/17,576
Glenn Thrush,3/19/17,569
Glenn Thrush,3/26/17,457
Glenn Thrush,4/2/17,835
Glenn Thrush,4/9/17,437
Glenn Thrush,4/16/17,537
Glenn Thrush,4/23/17,308
Glenn Thrush,4/30/17,371
Glenn Thrush,5/7/17,402
Glenn Thrush,5/14/17,525
Glenn Thrush,5/21/17,397
Glenn Thrush,5/28/17,361
Glenn Thrush,6/4/17,293
Glenn Thrush,6/11/17,431
Glenn Thrush,6/18/17,234
Glenn Thrush,6/25/17,278
Glenn Thrush,7/2/17,238
Glenn Thrush,7/9/17,262
Glenn Thrush,7/16/17,396
Glenn Thrush,7/23/17,258
Glenn Thrush,7/30/17,385
Glenn Thrush,8/6/17,314
Glenn Thrush,8/13/17,364
Glenn Thrush,8/20/17,318
Glenn Thrush,8/27/17,487
Glenn Thrush,9/3/17,354
Glenn Thrush,9/10/17,320
Glenn Thrush,9/17/17,525
Glenn Thrush,9/24/17,410
Glenn Thrush,10/1/17,380
Glenn Thrush,10/8/17,430
Glenn Thrush,10/15/17,543
Glenn Thrush,10/22/17,555
Glenn Thrush,10/29/17,395
Glenn Thrush,11/5/17,380
Glenn Thrush,11/12/17,266
Glenn Thrush,11/19/17,992
Glenn Thrush,11/26/17,58
Al Franken,1/1/17,3437
Al Franken,1/8/17,4109
Al Franken,1/15/17,3823
Al Franken,1/22/17,3990
Al Franken,1/29/17,5104
Al Franken,2/5/17,5089
Al Franken,2/12/17,3547
Al Franken,2/19/17,5389
Al Franken,2/26/17,4465
Al Franken,3/5/17,3816
Al Franken,3/12/17,4039
Al Franken,3/19/17,4314
Al Franken,3/26/17,4513
Al Franken,4/2/17,6105
Al Franken,4/9/17,4656
Al Franken,4/16/17,2942
Al Franken,4/23/17,4015
Al Franken,4/30/17,4091
Al Franken,5/7/17,3074
Al Franken,5/14/17,3948
Al Franken,5/21/17,4893
Al Franken,5/28/17,3928
Al Franken,6/4/17,5757
Al Franken,6/11/17,4098
Al Franken,6/18/17,4715
Al Franken,6/25/17,4047
Al Franken,7/2/17,4291
Al Franken,7/9/17,4608
Al Franken,7/16/17,3991
Al Franken,7/23/17,3822
Al Franken,7/30/17,3813
Al Franken,8/6/17,3023
Al Franken,8/13/17,3192
Al Franken,8/20/17,3000
Al Franken,8/27/17,4171
Al Franken,9/3/17,3954
Al Franken,9/10/17,3755
Al Franken,9/17/17,3740
Al Franken,9/24/17,3697
Al Franken,10/1/17,3885
Al Franken,10/8/17,3263
Al Franken,10/15/17,3775
Al Franken,10/22/17,3024
Al Franken,10/29/17,3921
Al Franken,11/5/17,3566
Al Franken,11/12/17,6955
Al Franken,11/19/17,4849
Al Franken,11/26/17,1978
John Lasseter,1/1/17,7165
John Lasseter,1/8/17,9058
John Lasseter,1/15/17,10849
John Lasseter,1/22/17,8815
John Lasseter,1/29/17,9176
John Lasseter,2/5/17,8592
John Lasseter,2/12/17,8783
John Lasseter,2/19/17,8948
John Lasseter,2/26/17,8035
John Lasseter,3/5/17,8140
John Lasseter,3/12/17,8255
John Lasseter,3/19/17,9177
John Lasseter,3/26/17,8532
John Lasseter,4/2/17,8344
John Lasseter,4/9/17,7582
John Lasseter,4/16/17,7139
John Lasseter,4/23/17,8784
John Lasseter,4/30/17,8620
John Lasseter,5/7/17,8785
John Lasseter,5/14/17,8359
John Lasseter,5/21/17,7785
John Lasseter,5/28/17,7363
John Lasseter,6/4/17,7112
John Lasseter,6/11/17,7344
John Lasseter,6/18/17,6757
John Lasseter,6/25/17,7413
John Lasseter,7/2/17,6721
John Lasseter,7/9/17,6946
John Lasseter,7/16/17,8733
John Lasseter,7/23/17,9292
John Lasseter,7/30/17,7907
John Lasseter,8/6/17,6647
John Lasseter,8/13/17,6699
John Lasseter,8/20/17,7770
John Lasseter,8/27/17,6823
John Lasseter,9/3/17,6879
John Lasseter,9/10/17,7187
John Lasseter,9/17/17,8918
John Lasseter,9/24/17,7667
John Lasseter,10/1/17,7111
John Lasseter,10/8/17,7063
John Lasseter,10/15/17,7712
John Lasseter,10/22/17,8579
John Lasseter,10/29/17,7894
John Lasseter,11/5/17,7595
John Lasseter,11/12/17,6977
John Lasseter,11/19/17,6784
John Lasseter,11/26/17,1766
Charlie Rose,1/1/17,4110
Charlie Rose,1/8/17,4728
Charlie Rose,1/15/17,3819
Charlie Rose,1/22/17,3975
Charlie Rose,1/29/17,3877
Charlie Rose,2/5/17,4091
Charlie Rose,2/12/17,4468
Charlie Rose,2/19/17,4451
Charlie Rose,2/26/17,3976
Charlie Rose,3/5/17,3982
Charlie Rose,3/12/17,4168
Charlie Rose,3/19/17,3939
Charlie Rose,3/26/17,3711
Charlie Rose,4/2/17,4397
Charlie Rose,4/9/17,5290
Charlie Rose,4/16/17,3799
Charlie Rose,4/23/17,4623
Charlie Rose,4/30/17,4791
Charlie Rose,5/7/17,4126
Charlie Rose,5/14/17,4010
Charlie Rose,5/21/17,3893
Charlie Rose,5/28/17,3758
Charlie Rose,6/4/17,3597
Charlie Rose,6/11/17,3894
Charlie Rose,6/18/17,3040
Charlie Rose,6/25/17,4248
Charlie Rose,7/2/17,4699
Charlie Rose,7/9/17,4836
Charlie Rose,7/16/17,4380
Charlie Rose,7/23/17,7183
Charlie Rose,7/30/17,4208
Charlie Rose,8/6/17,3666
Charlie Rose,8/13/17,3277
Charlie Rose,8/20/17,3374
Charlie Rose,8/27/17,4299
Charlie Rose,9/3/17,3406
Charlie Rose,9/10/17,3944
Charlie Rose,9/17/17,3581
Charlie Rose,9/24/17,3731
Charlie Rose,10/1/17,3601
Charlie Rose,10/8/17,4483
Charlie Rose,10/15/17,4669
Charlie Rose,10/22/17,4785
Charlie Rose,10/29/17,4684
Charlie Rose,11/5/17,3846
Charlie Rose,11/12/17,4148
Charlie Rose,11/19/17,6834
Charlie Rose,11/26/17,809
